05_L1_t_PAC1;05_L1_I_PAC1;05_L1_t_K3;05_L1_I_K3;05_L1_t_PAC2;05_L1_I_PAC2;05_L1_t_Rogowsikeinspeisung;05_L1_I_Rogowsikeinspeisung;05_L1_t_Rogowsikprüfling;05_L1_I_Rogowsikprüfling;05_L2_t_PAC1;05_L2_I_PAC1;05_L2_t_K3;05_L2_I_K3;05_L2_t_PAC2;05_L2_I_PAC2;05_L2_t_Rogowsikeinspeisung;05_L2_I_Rogowsikeinspeisung;05_L2_t_Rogowsikprüfling;05_L2_I_Rogowsikprüfling;05_L3_t_PAC1;05_L3_I_PAC1;05_L3_t_K3;05_L3_I_K3;05_L3_t_PAC2;05_L3_I_PAC2;05_L3_t_Rogowsikeinspeisung;05_L3_I_Rogowsikeinspeisung;05_L3_t_Rogowsikprüfling;05_L3_I_Rogowsikprüfling;20_L1_t_PAC1;20_L1_I_PAC1;20_L1_t_K3;20_L1_I_K3;20_L1_t_PAC2;20_L1_I_PAC2;20_L1_t_Rogowsikeinspeisung;20_L1_I_Rogowsikeinspeisung;20_L1_t_Rogowsikprüfling;20_L1_I_Rogowsikprüfling;20_L2_t_PAC1;20_L2_I_PAC1;20_L2_t_K3;20_L2_I_K3;20_L2_t_PAC2;20_L2_I_PAC2;20_L2_t_Rogowsikeinspeisung;20_L2_I_Rogowsikeinspeisung;20_L2_t_Rogowsikprüfling;20_L2_I_Rogowsikprüfling;20_L3_t_PAC1;20_L3_I_PAC1;20_L3_t_K3;20_L3_I_K3;20_L3_t_PAC2;20_L3_I_PAC2;20_L3_t_Rogowsikeinspeisung;20_L3_I_Rogowsikeinspeisung;20_L3_t_Rogowsikprüfling;20_L3_I_Rogowsikprüfling;50_L1_t_PAC1;50_L1_I_PAC1;50_L1_t_K3;50_L1_I_K3;50_L1_t_PAC2;50_L1_I_PAC2;50_L1_t_Rogowsikeinspeisung;50_L1_I_Rogowsikeinspeisung;50_L1_t_Rogowsikprüfling;50_L1_I_Rogowsikprüfling;50_L2_t_PAC1;50_L2_I_PAC1;50_L2_t_K3;50_L2_I_K3;50_L2_t_PAC2;50_L2_I_PAC2;50_L2_t_Rogowsikeinspeisung;50_L2_I_Rogowsikeinspeisung;50_L2_t_Rogowsikprüfling;50_L2_I_Rogowsikprüfling;50_L3_t_PAC1;50_L3_I_PAC1;50_L3_t_K3;50_L3_I_K3;50_L3_t_PAC2;50_L3_I_PAC2;50_L3_t_Rogowsikeinspeisung;50_L3_I_Rogowsikeinspeisung;50_L3_t_Rogowsikprüfling;50_L3_I_Rogowsikprüfling;80_L1_t_PAC1;80_L1_I_PAC1;80_L1_t_K3;80_L1_I_K3;80_L1_t_PAC2;80_L1_I_PAC2;80_L1_t_Rogowsikeinspeisung;80_L1_I_Rogowsikeinspeisung;80_L1_t_Rogowsikprüfling;80_L1_I_Rogowsikprüfling;80_L2_t_PAC1;80_L2_I_PAC1;80_L2_t_K3;80_L2_I_K3;80_L2_t_PAC2;80_L2_I_PAC2;80_L2_t_Rogowsikeinspeisung;80_L2_I_Rogowsikeinspeisung;80_L2_t_Rogowsikprüfling;80_L2_I_Rogowsikprüfling;80_L3_t_PAC1;80_L3_I_PAC1;80_L3_t_K3;80_L3_I_K3;80_L3_t_PAC2;80_L3_I_PAC2;80_L3_t_Rogowsikeinspeisung;80_L3_I_Rogowsikeinspeisung;80_L3_t_Rogowsikprüfling;80_L3_I_Rogowsikprüfling;90_L1_t_PAC1;90_L1_I_PAC1;90_L1_t_K3;90_L1_I_K3;90_L1_t_PAC2;90_L1_I_PAC2;90_L1_t_Rogowsikeinspeisung;90_L1_I_Rogowsikeinspeisung;90_L1_t_Rogowsikprüfling;90_L1_I_Rogowsikprüfling;90_L2_t_PAC1;90_L2_I_PAC1;90_L2_t_K3;90_L2_I_K3;90_L2_t_PAC2;90_L2_I_PAC2;90_L2_t_Rogowsikeinspeisung;90_L2_I_Rogowsikeinspeisung;90_L2_t_Rogowsikprüfling;90_L2_I_Rogowsikprüfling;90_L3_t_PAC1;90_L3_I_PAC1;90_L3_t_K3;90_L3_I_K3;90_L3_t_PAC2;90_L3_I_PAC2;90_L3_t_Rogowsikeinspeisung;90_L3_I_Rogowsikeinspeisung;90_L3_t_Rogowsikprüfling;90_L3_I_Rogowsikprüfling;100_L1_t_PAC1;100_L1_I_PAC1;100_L1_t_K3;100_L1_I_K3;100_L1_t_PAC2;100_L1_I_PAC2;100_L1_t_Rogowsikeinspeisung;100_L1_I_Rogowsikeinspeisung;100_L1_t_Rogowsikprüfling;100_L1_I_Rogowsikprüfling;100_L2_t_PAC1;100_L2_I_PAC1;100_L2_t_K3;100_L2_I_K3;100_L2_t_PAC2;100_L2_I_PAC2;100_L2_t_Rogowsikeinspeisung;100_L2_I_Rogowsikeinspeisung;100_L2_t_Rogowsikprüfling;100_L2_I_Rogowsikprüfling;100_L3_t_PAC1;100_L3_I_PAC1;100_L3_t_K3;100_L3_I_K3;100_L3_t_PAC2;100_L3_I_PAC2;100_L3_t_Rogowsikeinspeisung;100_L3_I_Rogowsikeinspeisung;100_L3_t_Rogowsikprüfling;100_L3_I_Rogowsikprüfling;120_L1_t_PAC1;120_L1_I_PAC1;120_L1_t_K3;120_L1_I_K3;120_L1_t_PAC2;120_L1_I_PAC2;120_L1_t_Rogowsikeinspeisung;120_L1_I_Rogowsikeinspeisung;120_L1_t_Rogowsikprüfling;120_L1_I_Rogowsikprüfling;120_L2_t_PAC1;120_L2_I_PAC1;120_L2_t_K3;120_L2_I_K3;120_L2_t_PAC2;120_L2_I_PAC2;120_L2_t_Rogowsikeinspeisung;120_L2_I_Rogowsikeinspeisung;120_L2_t_Rogowsikprüfling;120_L2_I_Rogowsikprüfling;120_L3_t_PAC1;120_L3_I_PAC1;120_L3_t_K3;120_L3_I_K3;120_L3_t_PAC2;120_L3_I_PAC2;120_L3_t_Rogowsikeinspeisung;120_L3_I_Rogowsikeinspeisung;120_L3_t_Rogowsikprüfling;120_L3_I_Rogowsikprüfling
40;192.323120117188;40;192.70832824707;40;192.365295410156;40;186.631942749023;40;0.0;40;170.669509887695;40;173.611114501953;40;221.134323120117;40;176.504623413086;40;0.0;40;207.789321899414;40;181.423614501953;40;208.212127685547;40;186.631942749023;40;0.0;40;805.964538574219;40;802.083312988281;40;804.723754882813;40;794.270874023438;40;0.0;40;788.66845703125;40;775.173583984375;40;789.84912109375;40;798.611145019531;40;0.0;40;808.207702636719;40;785.59033203125;40;808.339416503906;40;794.270874023438;40;0.0;40;2006.76452636719;40;2019.96533203125;40;2002.06140136719;40;1986.40051269531;40;0.0;40;2008.95935058594;40;2000.86804199219;40;2010.63989257813;40;2026.90979003906;40;0.0;40;2021.32434082031;40;2005.20837402344;40;2020.20837402344;40;1986.40051269531;40;0.0;40;3199.36645507813;40;3220.48608398438;40;3191.42431640625;40;3166.9560546875;40;0.0;40;3213.59130859375;40;3206.59741210938;40;3214.58251953125;40;3237.84716796875;40;0.0;40;3201.5537109375;40;3187.5;40;3199.10961914063;40;3166.9560546875;40;0.0;40;3609.5830078125;40;3634.548828125;40;3601.47265625;40;3573.49536132813;40;0.0;40;3608.10375976563;40;3600.6943359375;40;3609.6650390625;40;3634.25952148438;40;0.0;40;3591.19604492188;40;3578.9931640625;40;3588.29565429688;40;3573.49536132813;40;0.0;40;3968.48828125;40;4042.53466796875;40;3966.99438476563;40;3959.78002929688;40;0.0;40;4041.3193359375;40;4035.59008789063;40;4041.7705078125;40;4062.5;40;0.0;40;4023.09497070313;40;4009.548828125;40;4019.96142578125;40;3959.78002929688;40;0.0;40;4796.302734375;40;4815.10400390625;40;4776.02685546875;40;4733.79638671875;40;0.0;40;4821.34033203125;40;4813.3681640625;40;4810.041015625;40;5108.5068359375;40;0.0;40;4819.28466796875;40;4809.02783203125;40;5181.92578125;40;4733.79638671875;40;0.0
41;192.344970703125;41;203.993057250977;41;192.385452270508;41;186.631942749023;41;0.0;41;191.469314575195;41;214.409729003906;41;221.120071411133;41;176.504623413086;41;0.0;41;207.845443725586;41;193.576385498047;41;208.221374511719;41;186.631942749023;41;0.0;41;805.965698242188;41;802.083312988281;41;804.723754882813;41;794.270874023438;41;0.0;41;788.57421875;41;775.173583984375;41;789.875915527344;41;798.611145019531;41;0.0;41;808.367736816406;41;785.59033203125;41;808.413818359375;41;794.270874023438;41;0.0;41;2006.95544433594;41;2020.83337402344;41;2002.13452148438;41;1986.40051269531;41;0.0;41;2008.97570800781;41;2000.86804199219;41;2010.63989257813;41;2028.3564453125;41;0.0;41;2021.32434082031;41;2005.20837402344;41;2020.20837402344;41;1986.40051269531;41;0.0;41;3197.07861328125;41;3221.35424804688;41;3189.57568359375;41;3166.9560546875;41;0.0;41;3213.98583984375;41;3205.72900390625;41;3213.39013671875;41;3240.74047851563;41;0.0;41;3199.64794921875;41;3188.36791992188;41;3197.66772460938;41;3166.9560546875;41;0.0;41;3608.70239257813;41;3631.94458007813;41;3601.34497070313;41;3574.94213867188;41;0.0;41;3608.2275390625;41;3599.82641601563;41;3609.6650390625;41;3635.7060546875;41;0.0;41;3591.81396484375;41;3578.125;41;3588.29565429688;41;3574.94213867188;41;0.0;41;4003.34692382813;41;4044.27075195313;41;4002.39184570313;41;3958.33349609375;41;0.0;41;4042.42553710938;41;4036.45849609375;41;4042.62646484375;41;4072.62744140625;41;0.0;41;4023.1484375;41;4009.548828125;41;4020.05249023438;41;3958.33349609375;41;0.0;41;4778.271484375;41;4815.10400390625;41;4766.71337890625;41;4732.349609375;41;0.0;41;4821.34033203125;41;4813.3681640625;41;4809.2958984375;41;5108.5068359375;41;0.0;41;4819.5263671875;41;4809.02783203125;41;5183.3779296875;41;4732.349609375;41;0.0
42;192.368225097656;42;203.993057250977;42;192.38362121582;42;193.865753173828;42;0.0;42;220.360656738281;42;214.409729003906;42;221.122055053711;42;208.333343505859;42;0.0;42;207.820098876953;42;193.576385498047;42;208.200866699219;42;193.865753173828;42;0.0;42;806.23974609375;42;802.083312988281;42;804.983581542969;42;794.270874023438;42;0.0;42;788.709167480469;42;776.041687011719;42;789.622314453125;42;798.611145019531;42;0.0;42;808.206176757813;42;785.59033203125;42;808.229309082031;42;794.270874023438;42;0.0;42;2006.30261230469;42;2019.96533203125;42;2001.22924804688;42;1986.40051269531;42;0.0;42;2008.97570800781;42;2001.73620605469;42;2010.91125488281;42;2028.3564453125;42;0.0;42;2021.53625488281;42;2006.07629394531;42;2020.53881835938;42;1986.40051269531;42;0.0;42;3197.42749023438;42;3219.6181640625;42;3190.2197265625;42;3166.9560546875;42;0.0;42;3213.39599609375;42;3205.72900390625;42;3213.57739257813;42;3240.74047851563;42;0.0;42;3200.05053710938;42;3188.36791992188;42;3197.93969726563;42;3166.9560546875;42;0.0;42;3608.70239257813;42;3631.94458007813;42;3600.75805664063;42;3574.94213867188;42;0.0;42;3607.51171875;42;3599.82641601563;42;3608.64184570313;42;3635.7060546875;42;0.0;42;3592.23168945313;42;3578.9931640625;42;3588.70654296875;42;3574.94213867188;42;0.0;42;4018.52783203125;42;4045.13891601563;42;4010.14624023438;42;3977.14111328125;42;0.0;42;4042.57104492188;42;4033.85424804688;42;4042.92260742188;42;4074.07397460938;42;0.0;42;4024.5654296875;42;4011.28466796875;42;4021.85815429688;42;3977.14111328125;42;0.0;42;4780.791015625;42;4815.10400390625;42;4766.04931640625;42;4733.79638671875;42;0.0;42;4822.77197265625;42;4815.10400390625;42;4809.9892578125;42;5059.3173828125;42;0.0;42;4819.94287109375;42;4809.02783203125;42;5182.58642578125;42;4733.79638671875;42;0.0
43;197.644729614258;43;203.993057250977;43;199.537399291992;43;193.865753173828;43;0.0;43;220.486236572266;43;214.409729003906;43;221.149963378906;43;208.333343505859;43;0.0;43;207.802047729492;43;193.576385498047;43;208.199783325195;43;193.865753173828;43;0.0;43;806.072692871094;43;802.083312988281;43;804.703308105469;43;794.270874023438;43;0.0;43;788.763854980469;43;776.041687011719;43;789.869018554688;43;798.611145019531;43;0.0;43;808.153747558594;43;785.59033203125;43;808.310302734375;43;794.270874023438;43;0.0;43;2006.51220703125;43;2019.09716796875;43;2002.04211425781;43;1986.40051269531;43;0.0;43;2009.57836914063;43;2001.73620605469;43;2010.91125488281;43;2028.3564453125;43;0.0;43;2021.10827636719;43;2006.07629394531;43;2020.53881835938;43;1986.40051269531;43;0.0;43;3198.17602539063;43;3218.75;43;3190.896484375;43;3166.9560546875;43;0.0;43;3213.41723632813;43;3204.86108398438;43;3213.10107421875;43;3237.84716796875;43;0.0;43;3199.42138671875;43;3186.63208007813;43;3197.14404296875;43;3166.9560546875;43;0.0;43;3609.75146484375;43;3632.8125;43;3602.75659179688;43;3572.04858398438;43;0.0;43;3607.4658203125;43;3599.82641601563;43;3608.51489257813;43;3634.25952148438;43;0.0;43;3591.74487304688;43;3578.9931640625;43;3588.70922851563;43;3572.04858398438;43;0.0;43;4017.45190429688;43;4045.13891601563;43;4009.48803710938;43;3978.587890625;43;0.0;43;4041.03100585938;43;4033.85424804688;43;4042.68920898438;43;4074.07397460938;43;0.0;43;4024.45043945313;43;4010.41674804688;43;4021.0947265625;43;3978.587890625;43;0.0;43;4780.791015625;43;4813.3681640625;43;4767.81201171875;43;4733.79638671875;43;0.0;43;4821.9638671875;43;4813.3681640625;43;4809.9892578125;43;5060.76416015625;43;0.0;43;4819.7880859375;43;4808.15966796875;43;5182.58642578125;43;4733.79638671875;43;0.0
44;204.696746826172;44;203.125;44;204.714630126953;44;198.206024169922;44;0.0;44;220.459930419922;44;214.409729003906;44;221.132415771484;44;225.694442749023;44;0.0;44;207.788711547852;44;193.576385498047;44;208.181335449219;44;198.206024169922;44;0.0;44;805.965393066406;44;802.951354980469;44;804.594909667969;44;794.270874023438;44;0.0;44;788.818054199219;44;776.041687011719;44;789.861328125;44;798.611145019531;44;0.0;44;808.182861328125;44;786.458374023438;44;808.289001464844;44;794.270874023438;44;0.0;44;2006.51220703125;44;2019.09716796875;44;2002.04211425781;44;1986.40051269531;44;0.0;44;2009.57836914063;44;2000.86804199219;44;2010.61291503906;44;2028.3564453125;44;0.0;44;2019.91625976563;44;2006.07629394531;44;2018.96545410156;44;1986.40051269531;44;0.0;44;3199.33129882813;44;3219.6181640625;44;3191.93603515625;44;3166.9560546875;44;0.0;44;3212.16479492188;44;3203.9931640625;44;3214.05908203125;44;3237.84716796875;44;0.0;44;3200.04638671875;44;3186.63208007813;44;3197.8759765625;44;3166.9560546875;44;0.0;44;3608.318359375;44;3634.548828125;44;3601.43798828125;44;3572.04858398438;44;0.0;44;3607.57763671875;44;3598.95825195313;44;3607.0546875;44;3634.25952148438;44;0.0;44;3591.58227539063;44;3579.86108398438;44;3588.09643554688;44;3572.04858398438;44;0.0;44;4018.14892578125;44;4044.27075195313;44;4009.81713867188;44;3978.587890625;44;0.0;44;4040.7060546875;44;4035.59008789063;44;4042.076171875;44;4071.18041992188;44;0.0;44;4024.45043945313;44;4013.02099609375;44;4021.47387695313;44;3978.587890625;44;0.0;44;4781.337890625;44;4813.3681640625;44;4767.9306640625;44;4733.79638671875;44;0.0;44;4822.57470703125;44;4815.10400390625;44;4809.6865234375;44;5057.8701171875;44;0.0;44;4819.06640625;44;4808.15966796875;44;5181.37939453125;44;4733.79638671875;44;0.0
45;204.689483642578;45;203.125;45;204.652099609375;45;198.206024169922;45;0.0;45;220.460647583008;45;214.409729003906;45;221.237762451172;45;225.694442749023;45;0.0;45;207.790267944336;45;193.576385498047;45;208.188201904297;45;198.206024169922;45;0.0;45;806.019714355469;45;802.951354980469;45;804.679626464844;45;794.270874023438;45;0.0;45;788.666076660156;45;775.173583984375;45;789.985229492188;45;798.611145019531;45;0.0;45;808.238098144531;45;785.59033203125;45;808.338073730469;45;794.270874023438;45;0.0;45;2007.32751464844;45;2019.96533203125;45;2002.72106933594;45;1989.2939453125;45;0.0;45;2009.83227539063;45;2001.73620605469;45;2011.43786621094;45;2026.90979003906;45;0.0;45;2020.76440429688;45;2006.94445800781;45;2019.97229003906;45;1989.2939453125;45;0.0;45;3197.82543945313;45;3219.6181640625;45;3190.10717773438;45;3165.50952148438;45;0.0;45;3212.43359375;45;3203.125;45;3213.24389648438;45;3237.84716796875;45;0.0;45;3200.31201171875;45;3186.63208007813;45;3198.146484375;45;3165.50952148438;45;0.0;45;3608.69873046875;45;3631.94458007813;45;3600.83276367188;45;3573.49536132813;45;0.0;45;3606.81640625;45;3598.95825195313;45;3607.19287109375;45;3634.25952148438;45;0.0;45;3591.474609375;45;3578.9931640625;45;3588.65844726563;45;3573.49536132813;45;0.0;45;4018.83569335938;45;4044.27075195313;45;4010.9619140625;45;3978.587890625;45;0.0;45;4041.80541992188;45;4035.59008789063;45;4042.02612304688;45;4239.00439453125;45;0.0;45;4021.546875;45;4013.02099609375;45;4022.51293945313;45;3978.587890625;45;0.0;45;4780.55078125;45;4814.236328125;45;4767.83544921875;45;4733.79638671875;45;0.0;45;4822.6923828125;45;4815.97216796875;45;4806.1142578125;45;5057.8701171875;45;0.0;45;4819.6923828125;45;4809.02783203125;45;5182.53857421875;45;4733.79638671875;45;0.0
46;204.666946411133;46;203.993057250977;46;204.651062011719;46;198.206024169922;46;0.0;46;220.485214233398;46;214.409729003906;46;221.264862060547;46;227.141220092773;46;0.0;46;207.860244750977;46;193.576385498047;46;208.27392578125;46;198.206024169922;46;0.0;46;806.039184570313;46;802.083312988281;46;804.685363769531;46;794.270874023438;46;0.0;46;788.810302734375;46;776.041687011719;46;789.751159667969;46;800.057861328125;46;0.0;46;808.088439941406;46;785.59033203125;46;808.136840820313;46;794.270874023438;46;0.0;46;2007.32751464844;46;2019.96533203125;46;2002.72106933594;46;1989.2939453125;46;0.0;46;2010.0224609375;46;2002.60412597656;46;2011.76782226563;46;2026.90979003906;46;0.0;46;2021.68981933594;46;2006.07629394531;46;2020.76623535156;46;1989.2939453125;46;0.0;46;3197.1162109375;46;3217.8818359375;46;3189.7783203125;46;3165.50952148438;46;0.0;46;3211.751953125;46;3204.86108398438;46;3211.79956054688;46;3237.84716796875;46;0.0;46;3200.31201171875;46;3187.5;46;3197.71826171875;46;3165.50952148438;46;0.0;46;3609.22338867188;46;3631.94458007813;46;3600.83276367188;46;3573.49536132813;46;0.0;46;3607.029296875;46;3598.09033203125;46;3607.693359375;46;3634.25952148438;46;0.0;46;3591.68798828125;46;3579.86108398438;46;3588.59936523438;46;3573.49536132813;46;0.0;46;4019.302734375;46;4045.13891601563;46;4010.52758789063;46;3977.14111328125;46;0.0;46;4041.04467773438;46;4034.72216796875;46;4020.58740234375;46;4265.04638671875;46;0.0;46;4021.546875;46;4013.02099609375;46;4014.5283203125;46;3977.14111328125;46;0.0;46;4780.44384765625;46;4813.3681640625;46;4766.841796875;46;4733.79638671875;46;0.0;46;4822.8359375;46;4815.10400390625;46;4807.17333984375;46;5057.8701171875;46;0.0;46;4820.51708984375;46;4809.02783203125;46;5179.58740234375;46;4733.79638671875;46;0.0
47;204.595977783203;47;203.993057250977;47;204.59016418457;47;198.206024169922;47;0.0;47;220.481063842773;47;214.409729003906;47;221.265655517578;47;227.141220092773;47;0.0;47;207.889251708984;47;193.576385498047;47;208.296539306641;47;198.206024169922;47;0.0;47;806.077392578125;47;802.083312988281;47;804.790405273438;47;794.270874023438;47;0.0;47;788.897033691406;47;776.041687011719;47;789.688049316406;47;800.057861328125;47;0.0;47;808.21337890625;47;785.59033203125;47;808.259887695313;47;794.270874023438;47;0.0;47;2007.76904296875;47;2018.22924804688;47;2003.06530761719;47;1986.40051269531;47;0.0;47;2009.52783203125;47;2001.73620605469;47;2011.83325195313;47;2028.3564453125;47;0.0;47;2021.85070800781;47;2005.20837402344;47;2021.19567871094;47;1986.40051269531;47;0.0;47;3197.46630859375;47;3218.75;47;3190.12036132813;47;3165.50952148438;47;0.0;47;3212.234375;47;3204.86108398438;47;3214.22900390625;47;3237.84716796875;47;0.0;47;3200.04443359375;47;3187.5;47;3197.9365234375;47;3165.50952148438;47;0.0;47;3609.56176757813;47;3631.076171875;47;3601.970703125;47;3572.04858398438;47;0.0;47;3605.41967773438;47;3597.22216796875;47;3608.36083984375;47;3632.8125;47;0.0;47;3591.58032226563;47;3578.9931640625;47;3588.78173828125;47;3572.04858398438;47;0.0;47;4018.38623046875;47;4045.13891601563;47;4009.8310546875;47;3977.14111328125;47;0.0;47;4041.04467773438;47;4034.72216796875;47;3978.23803710938;47;4265.04638671875;47;0.0;47;4007.23168945313;47;4013.88891601563;47;4004.1884765625;47;3977.14111328125;47;0.0;47;4780.72607421875;47;4812.5;47;4767.595703125;47;4733.79638671875;47;0.0;47;4821.201171875;47;4810.76416015625;47;4807.630859375;47;5059.3173828125;47;0.0;47;4820.48388671875;47;4807.29150390625;47;5179.9814453125;47;4733.79638671875;47;0.0
48;204.713287353516;48;203.993057250977;48;204.673706054688;48;201.099533081055;48;0.0;48;220.522583007813;48;214.409729003906;48;221.327865600586;48;230.034713745117;48;0.0;48;207.908645629883;48;193.576385498047;48;208.318084716797;48;201.099533081055;48;0.0;48;806.1083984375;48;802.951354980469;48;804.827819824219;48;794.270874023438;48;0.0;48;788.957641601563;48;775.173583984375;48;789.473754882813;48;800.057861328125;48;0.0;48;807.94287109375;48;785.59033203125;48;807.980102539063;48;794.270874023438;48;0.0;48;2007.720703125;48;2020.83337402344;48;2003.06530761719;48;1986.40051269531;48;0.0;48;2010.11694335938;48;2002.60412597656;48;2013.50048828125;48;2028.3564453125;48;0.0;48;2022.77526855469;48;2006.07629394531;48;2021.8818359375;48;1986.40051269531;48;0.0;48;3197.58618164063;48;3218.75;48;3190.16625976563;48;3165.50952148438;48;0.0;48;3210.48095703125;48;3201.38891601563;48;3214.22900390625;48;3237.84716796875;48;0.0;48;3199.46142578125;48;3186.63208007813;48;3197.9365234375;48;3165.50952148438;48;0.0;48;3608.1982421875;48;3631.94458007813;48;3600.80224609375;48;3572.04858398438;48;0.0;48;3605.365234375;48;3596.35424804688;48;3608.1552734375;48;3632.8125;48;0.0;48;3591.60546875;48;3578.9931640625;48;3588.93530273438;48;3572.04858398438;48;0.0;48;4018.75561523438;48;4036.45849609375;48;4009.73999023438;48;3978.587890625;48;0.0;48;4031.43139648438;48;3995.65966796875;48;3978.23803710938;48;4126.1572265625;48;0.0;48;4006.224609375;48;4003.47241210938;48;4004.1884765625;48;3978.587890625;48;0.0;48;4780.58349609375;48;4813.3681640625;48;4767.595703125;48;4733.79638671875;48;0.0;48;4819.09326171875;48;4811.6318359375;48;4806.7470703125;48;5056.42333984375;48;0.0;48;4819.77880859375;48;4809.89599609375;48;5178.61083984375;48;4733.79638671875;48;0.0
49;204.704391479492;49;203.993057250977;49;204.692932128906;49;201.099533081055;49;0.0;49;220.61555480957;49;214.409729003906;49;221.326507568359;49;230.034713745117;49;0.0;49;207.900039672852;49;193.576385498047;49;208.319702148438;49;201.099533081055;49;0.0;49;805.81982421875;49;802.083312988281;49;804.475158691406;49;794.270874023438;49;0.0;49;788.765625;49;776.041687011719;49;790.02978515625;49;800.057861328125;49;0.0;49;808.4248046875;49;785.59033203125;49;808.588073730469;49;794.270874023438;49;0.0;49;2006.41625976563;49;2019.96533203125;49;2001.44763183594;49;1986.40051269531;49;0.0;49;2010.60070800781;49;2002.60412597656;49;2013.11779785156;49;2028.3564453125;49;0.0;49;2022.35900878906;49;2006.07629394531;49;2021.33825683594;49;1986.40051269531;49;0.0;49;3196.51318359375;49;3219.6181640625;49;3188.99487304688;49;3165.50952148438;49;0.0;49;3210.48095703125;49;3203.9931640625;49;3214.76513671875;49;3236.400390625;49;0.0;49;3198.25659179688;49;3186.63208007813;49;3196.06103515625;49;3165.50952148438;49;0.0;49;3607.3212890625;49;3631.94458007813;49;3600.01220703125;49;3573.49536132813;49;0.0;49;3605.626953125;49;3598.09033203125;49;3608.42846679688;49;3632.8125;49;0.0;49;3592.11010742188;49;3578.9931640625;49;3589.06127929688;49;3573.49536132813;49;0.0;49;4018.75561523438;49;4030.38208007813;49;4010.99243164063;49;3971.35400390625;49;0.0;49;4031.43139648438;49;3967.01391601563;49;3977.806640625;49;4126.1572265625;49;0.0;49;4006.224609375;49;3995.65966796875;49;4003.76611328125;49;3971.35400390625;49;0.0;49;4779.865234375;49;4814.236328125;49;4767.07177734375;49;4733.79638671875;49;0.0;49;4819.55810546875;49;4812.5;49;4806.12060546875;49;5054.97705078125;49;0.0;49;4817.49853515625;49;4809.89599609375;49;5174.49755859375;49;4733.79638671875;49;0.0
50;204.734939575195;50;203.993057250977;50;204.727355957031;50;198.206024169922;50;0.0;50;220.629806518555;50;214.409729003906;50;221.355209350586;50;228.587966918945;50;0.0;50;207.933532714844;50;193.576385498047;50;208.323699951172;50;198.206024169922;50;0.0;50;805.822692871094;50;802.083312988281;50;804.55712890625;50;794.270874023438;50;0.0;50;788.741882324219;50;776.041687011719;50;790.098388671875;50;800.057861328125;50;0.0;50;808.547729492188;50;785.59033203125;50;808.621215820313;50;794.270874023438;50;0.0;50;2006.56127929688;50;2020.83337402344;50;2002.09265136719;50;1986.40051269531;50;0.0;50;2011.04272460938;50;2003.47229003906;50;2009.75317382813;50;2028.3564453125;50;0.0;50;2019.56701660156;50;2007.8125;50;2018.322265625;50;1986.40051269531;50;0.0;50;3197.24926757813;50;3219.6181640625;50;3189.21240234375;50;3165.50952148438;50;0.0;50;3212.50268554688;50;3204.86108398438;50;3214.10791015625;50;3236.400390625;50;0.0;50;3198.26611328125;50;3186.63208007813;50;3196.15380859375;50;3165.50952148438;50;0.0;50;3607.6103515625;50;3631.94458007813;50;3600.01342773438;50;3573.49536132813;50;0.0;50;3606.48388671875;50;3598.09033203125;50;3607.33374023438;50;3632.8125;50;0.0;50;3591.61083984375;50;3578.9931640625;50;3588.65991210938;50;3573.49536132813;50;0.0;50;4016.1142578125;50;4030.38208007813;50;4009.9892578125;50;3971.35400390625;50;0.0;50;3977.14233398438;50;3969.6181640625;50;3979.552734375;50;4040.79858398438;50;0.0;50;4008.38891601563;50;3995.65966796875;50;4005.50268554688;50;3971.35400390625;50;0.0;50;4780.4423828125;50;4814.236328125;50;4767.22802734375;50;4960.9375;50;0.0;50;4820.74609375;50;4811.6318359375;50;4797.11767578125;50;5053.5302734375;50;0.0;50;4791.9384765625;50;4809.89599609375;50;5148.03173828125;50;4960.9375;50;0.0
