05_L1_t_PAC1;05_L1_I_PAC1;05_L1_t_PAC2;05_L1_I_PAC2;05_L2_t_PAC1;05_L2_I_PAC1;05_L2_t_PAC2;05_L2_I_PAC2;05_L3_t_PAC1;05_L3_I_PAC1;05_L3_t_PAC2;05_L3_I_PAC2;20_L1_t_PAC1;20_L1_I_PAC1;20_L1_t_PAC2;20_L1_I_PAC2;20_L2_t_PAC1;20_L2_I_PAC1;20_L2_t_PAC2;20_L2_I_PAC2;20_L3_t_PAC1;20_L3_I_PAC1;20_L3_t_PAC2;20_L3_I_PAC2;50_L1_t_PAC1;50_L1_I_PAC1;50_L1_t_PAC2;50_L1_I_PAC2;50_L2_t_PAC1;50_L2_I_PAC1;50_L2_t_PAC2;50_L2_I_PAC2;50_L3_t_PAC1;50_L3_I_PAC1;50_L3_t_PAC2;50_L3_I_PAC2;80_L1_t_PAC1;80_L1_I_PAC1;80_L1_t_PAC2;80_L1_I_PAC2;80_L2_t_PAC1;80_L2_I_PAC1;80_L2_t_PAC2;80_L2_I_PAC2;80_L3_t_PAC1;80_L3_I_PAC1;80_L3_t_PAC2;80_L3_I_PAC2;90_L1_t_PAC1;90_L1_I_PAC1;90_L1_t_PAC2;90_L1_I_PAC2;90_L2_t_PAC1;90_L2_I_PAC1;90_L2_t_PAC2;90_L2_I_PAC2;90_L3_t_PAC1;90_L3_I_PAC1;90_L3_t_PAC2;90_L3_I_PAC2;100_L1_t_PAC1;100_L1_I_PAC1;100_L1_t_PAC2;100_L1_I_PAC2;100_L2_t_PAC1;100_L2_I_PAC1;100_L2_t_PAC2;100_L2_I_PAC2;100_L3_t_PAC1;100_L3_I_PAC1;100_L3_t_PAC2;100_L3_I_PAC2;120_L1_t_PAC1;120_L1_I_PAC1;120_L1_t_PAC2;120_L1_I_PAC2;120_L2_t_PAC1;120_L2_I_PAC1;120_L2_t_PAC2;120_L2_I_PAC2;120_L3_t_PAC1;120_L3_I_PAC1;120_L3_t_PAC2;120_L3_I_PAC2
0;138.980804443359;0;139.280548095703;0;112.060600280762;0;112.452964782715;0;153.215881347656;0;153.783218383789;0;593.426818847656;0;592.997863769531;0;625.183410644531;0;625.397644042969;0;607.61376953125;0;608.596557617188;0;1474.21887207031;0;1471.44787597656;0;1527.09521484375;0;1525.962890625;0;1503.43920898438;0;1507.32263183594;0;2406.89404296875;0;2402.61181640625;0;2391.10302734375;0;2389.17700195313;0;2398.4248046875;0;2399.6181640625;0;2704.29638671875;0;2699.58618164063;0;2697.09301757813;0;2694.47729492188;0;2690.12231445313;0;2688.67211914063;0;2995.69360351563;0;2990.24169921875;0;2982.65991210938;0;2975.87182617188;0;3003.93676757813;0;2991.12646484375;0;3599.41528320313;0;3596.78295898438;0;3612.23486328125;0;3614.96264648438;0;3598.09765625;0;3595.9091796875
1;138.946853637695;1;139.289154052734;1;112.08317565918;1;112.475105285645;1;153.198501586914;1;153.781997680664;1;593.380981445313;1;592.838623046875;1;625.082641601563;1;625.2607421875;1;607.60400390625;1;608.575622558594;1;1474.00634765625;1;1471.44787597656;1;1526.90979003906;1;1525.962890625;1;1503.01379394531;1;1507.32263183594;1;2407.130859375;1;2402.80932617188;1;2391.43676757813;1;2389.2978515625;1;2397.58618164063;1;2399.31079101563;1;2706.16430664063;1;2701.49267578125;1;2698.97802734375;1;2695.3447265625;1;2692.71337890625;1;2690.70947265625;1;2995.69360351563;1;2990.033203125;1;2982.65991210938;1;2979.91577148438;1;3003.93676757813;1;3006.02880859375;1;3599.455078125;1;3596.615234375;1;3611.79541015625;1;3615.41186523438;1;3597.27783203125;1;3596.1142578125
2;139.033142089844;2;141.915466308594;2;112.266578674316;2;124.160682678223;2;153.230911254883;2;155.874603271484;2;593.08203125;2;592.292175292969;2;624.993225097656;2;624.981567382813;2;607.565673828125;2;608.281555175781;2;1473.32897949219;2;1471.23937988281;2;1526.14111328125;2;1525.37512207031;2;1502.06408691406;2;1506.37451171875;2;2407.130859375;2;2402.91845703125;2;2391.43676757813;2;2389.08764648438;2;2397.58618164063;2;2399.32080078125;2;2704.91186523438;2;2700.31396484375;2;2697.72216796875;2;2695.34643554688;2;2691.58984375;2;2689.95922851563;2;2995.01293945313;2;2991.4169921875;2;2984.12426757813;2;2981.8896484375;2;3008.578125;2;3008.09887695313;2;3599.66479492188;2;3598.146484375;2;3612.3359375;2;3616.16064453125;2;3598.85913085938;2;3598.36645507813
3;148.609008789063;3;151.686111450195;3;152.739105224609;3;164.218811035156;3;161.467376708984;3;164.820785522461;3;592.789978027344;3;592.431579589844;3;624.798583984375;3;625.169250488281;3;607.328002929688;3;608.500671386719;3;1474.24389648438;3;1472.27465820313;3;1526.95678710938;3;1526.42077636719;3;1502.34814453125;3;1507.26843261719;3;2407.36547851563;3;2403.64721679688;3;2391.62817382813;3;2389.52734375;3;2397.97729492188;3;2399.43237304688;3;2701.27954101563;3;2696.03979492188;3;2694.28100585938;3;2690.8154296875;3;2687.33447265625;3;2685.12060546875;3;2997.82250976563;3;2992.41357421875;3;2987.63671875;3;2983.45532226563;3;3012.82299804688;3;3009.3740234375;3;3601.4404296875;3;3598.64233398438;3;3613.1201171875;3;3616.8701171875;3;3600.55249023438;3;3599.19555664063
4;151.749267578125;4;152.029846191406;4;165.222274780273;4;165.691467285156;4;164.512893676758;4;165.13835144043;4;592.584777832031;4;591.747375488281;4;624.564697265625;4;624.414672851563;4;607.161499023438;4;607.757629394531;4;1473.86279296875;4;1469.82666015625;4;1526.35302734375;4;1523.79138183594;4;1501.74011230469;4;1504.53466796875;4;2407.36547851563;4;2403.06713867188;4;2391.62817382813;4;2389.25463867188;4;2397.97729492188;4;2399.74780273438;4;2703.23388671875;4;2699.552734375;4;2696.06225585938;4;2694.56762695313;4;2689.31176757813;4;2689.70678710938;4;3002.130859375;4;2996.91455078125;4;2990.6455078125;4;2987.89965820313;4;3015.93994140625;4;3014.31518554688;4;3598.8662109375;4;3588.625;4;3611.02319335938;4;3604.90869140625;4;3598.19067382813;4;3588.60107421875
5;151.761367797852;5;152.129287719727;5;165.350357055664;5;165.870712280273;5;164.639663696289;5;165.313064575195;5;590.103088378906;5;589.11083984375;5;622.330261230469;5;622.10498046875;5;604.923889160156;5;605.634521484375;5;1472.67590332031;5;1471.38342285156;5;1525.21862792969;5;1525.63623046875;5;1500.15759277344;5;1505.63549804688;5;2407.77099609375;5;2404.00073242188;5;2391.01220703125;5;2389.68920898438;5;2396.85375976563;5;2400.17358398438;5;2700.27734375;5;2699.45141601563;5;2693.27392578125;5;2694.07421875;5;2686.33813476563;5;2689.5009765625;5;3002.68530273438;5;2997.28125;5;2990.8037109375;5;2986.904296875;5;3015.80688476563;5;3013.50341796875;5;3592.87451171875;5;3597.24682617188;5;3603.36572265625;5;3613.11694335938;5;3592.61059570313;5;3598.51733398438
6;151.795120239258;6;152.124145507813;6;165.451171875;6;165.920639038086;6;164.722961425781;6;165.314025878906;6;591.994995117188;6;590.739624023438;6;624.212219238281;6;623.610290527344;6;606.617553710938;6;606.845031738281;6;1474.86206054688;6;1472.65771484375;6;1527.78210449219;6;1527.11181640625;6;1502.39343261719;6;1507.26586914063;6;2406.46923828125;6;2402.44702148438;6;2389.62329101563;6;2387.548828125;6;2395.40380859375;6;2397.60107421875;6;2700.27734375;6;2698.36572265625;6;2693.27392578125;6;2692.28833007813;6;2686.33813476563;6;2687.41259765625;6;3003.38305664063;6;3000.36767578125;6;2991.56323242188;6;2990.2890625;6;3016.31079101563;6;3015.95947265625;6;3598.61059570313;6;3594.27783203125;6;3609.72485351563;6;3611.84448242188;6;3598.8203125;6;3595.01293945313
7;151.806274414063;7;152.151870727539;7;165.458343505859;7;165.902740478516;7;164.724273681641;7;165.331085205078;7;591.994995117188;7;591.783203125;7;624.212219238281;7;624.725830078125;7;606.617553710938;7;607.884155273438;7;1474.41540527344;7;1471.78625488281;7;1527.37817382813;7;1526.24035644531;7;1502.15881347656;7;1506.38525390625;7;2409.16723632813;7;2403.60668945313;7;2392.42114257813;7;2388.7939453125;7;2398.41967773438;7;2398.71118164063;7;2705.4892578125;7;2701.51806640625;7;2698.66430664063;7;2696.06274414063;7;2691.97290039063;7;2691.08642578125;7;3002.39697265625;7;2998.01489257813;7;2991.12426757813;7;2987.59448242188;7;3016.86791992188;7;3013.88452148438;7;3598.91918945313;7;3596.91381835938;7;3610.955078125;7;3615.73266601563;7;3598.74536132813;7;3598.35888671875
8;151.830978393555;8;152.210235595703;8;165.407623291016;8;165.868347167969;8;164.732635498047;8;165.329879760742;8;591.031677246094;8;590.43408203125;8;623.144836425781;8;623.280639648438;8;605.540161132813;8;606.483703613281;8;1474.38903808594;8;1471.51049804688;8;1527.19702148438;8;1525.68505859375;8;1501.89440917969;8;1505.96240234375;8;2407.89135742188;8;2404.7578125;8;2391.2431640625;8;2390.31982421875;8;2397.48828125;8;2400.45092773438;8;2705.13037109375;8;2702.103515625;8;2698.67333984375;8;2696.767578125;8;2691.54614257813;8;2691.39404296875;8;3002.51586914063;8;2999.14770507813;8;2990.9423828125;8;2989.89208984375;8;3016.43896484375;8;3016.76708984375;8;3600.2626953125;8;3596.69677734375;8;3612.6630859375;8;3615.0419921875;8;3599.58056640625;8;3597.38793945313
9;151.905746459961;9;152.260772705078;9;165.508514404297;9;165.969772338867;9;164.821762084961;9;165.459014892578;9;592.44091796875;9;591.074035644531;9;624.258728027344;9;623.8046875;9;606.535461425781;9;606.83056640625;9;1474.41528320313;9;1472.2314453125;9;1527.19580078125;9;1526.52600097656;9;1501.84606933594;9;1506.79016113281;9;2407.203125;9;2402.52612304688;9;2390.734375;9;2388.1513671875;9;2396.43090820313;9;2397.63305664063;9;2706.376953125;9;2700.84228515625;9;2699.63818359375;9;2695.2919921875;9;2692.9169921875;9;2690.10131835938;9;2997.7841796875;9;2995.041015625;9;2985.59741210938;9;2984.51635742188;9;3010.89331054688;9;3010.52001953125;9;3600.2626953125;9;3593.99975585938;9;3612.6630859375;9;3613.19506835938;9;3599.58056640625;9;3593.95043945313
