05_L1_t_PAC1;05_L1_I_PAC1;05_L1_t_PAC2;05_L1_I_PAC2;05_L2_t_PAC1;05_L2_I_PAC1;05_L2_t_PAC2;05_L2_I_PAC2;05_L3_t_PAC1;05_L3_I_PAC1;05_L3_t_PAC2;05_L3_I_PAC2;20_L1_t_PAC1;20_L1_I_PAC1;20_L1_t_PAC2;20_L1_I_PAC2;20_L2_t_PAC1;20_L2_I_PAC1;20_L2_t_PAC2;20_L2_I_PAC2;20_L3_t_PAC1;20_L3_I_PAC1;20_L3_t_PAC2;20_L3_I_PAC2;50_L1_t_PAC1;50_L1_I_PAC1;50_L1_t_PAC2;50_L1_I_PAC2;50_L2_t_PAC1;50_L2_I_PAC1;50_L2_t_PAC2;50_L2_I_PAC2;50_L3_t_PAC1;50_L3_I_PAC1;50_L3_t_PAC2;50_L3_I_PAC2;80_L1_t_PAC1;80_L1_I_PAC1;80_L1_t_PAC2;80_L1_I_PAC2;80_L2_t_PAC1;80_L2_I_PAC1;80_L2_t_PAC2;80_L2_I_PAC2;80_L3_t_PAC1;80_L3_I_PAC1;80_L3_t_PAC2;80_L3_I_PAC2;90_L1_t_PAC1;90_L1_I_PAC1;90_L1_t_PAC2;90_L1_I_PAC2;90_L2_t_PAC1;90_L2_I_PAC1;90_L2_t_PAC2;90_L2_I_PAC2;90_L3_t_PAC1;90_L3_I_PAC1;90_L3_t_PAC2;90_L3_I_PAC2;100_L1_t_PAC1;100_L1_I_PAC1;100_L1_t_PAC2;100_L1_I_PAC2;100_L2_t_PAC1;100_L2_I_PAC1;100_L2_t_PAC2;100_L2_I_PAC2;100_L3_t_PAC1;100_L3_I_PAC1;100_L3_t_PAC2;100_L3_I_PAC2;120_L1_t_PAC1;120_L1_I_PAC1;120_L1_t_PAC2;120_L1_I_PAC2;120_L2_t_PAC1;120_L2_I_PAC1;120_L2_t_PAC2;120_L2_I_PAC2;120_L3_t_PAC1;120_L3_I_PAC1;120_L3_t_PAC2;120_L3_I_PAC2
409;126.239807128906;409;126.130851745605;409;123.142028808594;409;123.183250427246;409;117.603096008301;409;117.828514099121;409;514.200134277344;409;513.12255859375;409;528.796752929688;409;527.870666503906;409;519.428894042969;409;518.988159179688;409;1255.9453125;409;1252.68591308594;409;1247.2138671875;409;1244.62963867188;409;1262.88732910156;409;1261.03332519531;409;2010.70593261719;409;2004.66235351563;409;2028.50122070313;409;2024.10986328125;409;1971.44775390625;409;1968.26721191406;409;2260.86767578125;409;2253.54125976563;409;2238.20336914063;409;2233.3232421875;409;2244.80395507813;409;2241.4677734375;409;2519.95288085938;409;2517.63549804688;409;2513.59033203125;409;2508.6962890625;409;2501.21411132813;409;2495.7666015625;409;3016.13354492188;409;3009.20874023438;409;3023.90698242188;409;3006.19775390625;409;2998.93359375;409;2988.40454101563
410;126.175903320313;410;126.140655517578;410;123.073143005371;410;123.126914978027;410;117.538604736328;410;117.765739440918;410;513.822387695313;410;512.7353515625;410;528.342834472656;410;527.870666503906;410;518.968017578125;410;518.988159179688;410;1255.27880859375;410;1252.83544921875;410;1246.16650390625;410;1243.97021484375;410;1261.9677734375;410;1260.50573730469;410;2010.01879882813;410;2004.66235351563;410;2027.63159179688;410;2022.54223632813;410;1970.88598632813;410;1967.03588867188;410;2260.216796875;410;2253.33544921875;410;2238.18115234375;410;2232.55810546875;410;2244.81372070313;410;2240.31909179688;410;2523.98388671875;410;2518.591796875;410;2515.9404296875;410;2509.51489257813;410;2500.30004882813;410;2495.02124023438;410;3019.09936523438;410;3010.75805664063;410;3026.8837890625;410;3008.33618164063;410;3001.88159179688;410;2990.888671875
411;126.204078674316;411;126.161102294922;411;123.11003112793;411;123.136695861816;411;117.592323303223;411;117.787231445313;411;513.786804199219;411;512.7353515625;411;528.503051757813;411;527.679321289063;411;519.020751953125;411;518.697143554688;411;1255.96704101563;411;1248.0966796875;411;1246.78833007813;411;1243.99584960938;411;1262.7197265625;411;1259.62255859375;411;2010.19787597656;411;2005.62316894531;411;2028.10778808594;411;2022.54223632813;411;1971.177734375;411;1967.03588867188;411;2260.17065429688;411;2254.63916015625;411;2238.7587890625;411;2232.41772460938;411;2245.44604492188;411;2240.21704101563;411;2525.32739257813;411;2518.73754882813;411;2517.87182617188;411;2510.93041992188;411;2502.12231445313;411;2496.6904296875;411;3019.09936523438;411;3011.94848632813;411;3026.8837890625;411;3010.40771484375;411;3001.88159179688;411;2993.326171875
412;126.182846069336;412;126.016738891602;412;123.081153869629;412;123.125129699707;412;117.582626342773;412;117.810371398926;412;513.929321289063;412;512.984558105469;412;528.776245117188;412;527.679321289063;412;519.262268066406;412;518.697143554688;412;1251.77038574219;412;1244.97924804688;412;1237.57995605469;412;1232.99328613281;412;1234.77587890625;412;1226.7822265625;412;2010.59851074219;412;2003.66345214844;412;2028.87036132813;412;2024.45849609375;412;1971.48400878906;412;1968.19116210938;412;2259.14013671875;412;2254.56762695313;412;2236.69458007813;412;2232.45166015625;412;2243.51245117188;412;2240.26586914063;412;2525.68896484375;412;2518.21606445313;412;2518.23217773438;412;2511.43872070313;412;2502.3203125;412;2496.80737304688;412;3019.1328125;412;3008.63403320313;412;3026.88989257813;412;3011.89208984375;412;3001.36962890625;412;2994.42016601563
413;126.08553314209;413;126.070213317871;413;122.983810424805;413;123.013137817383;413;117.481498718262;413;117.673141479492;413;513.784729003906;413;512.97607421875;413;528.509216308594;413;527.916687011719;413;519.027770996094;413;518.738464355469;413;1248.48620605469;413;1246.30065917969;413;1232.40063476563;413;1229.35681152344;413;1220.4287109375;413;1218.20483398438;413;2009.34838867188;413;2005.36926269531;413;2028.2177734375;413;2023.41174316406;413;1970.47875976563;413;1966.50927734375;413;2261.48876953125;413;2255.40576171875;413;2238.73583984375;413;2232.31713867188;413;2245.541015625;413;2240.49780273438;413;2525.51782226563;413;2514.6689453125;413;2517.8251953125;413;2509.67016601563;413;2502.26171875;413;2495.7548828125;413;3019.1328125;413;3011.22241210938;413;3026.88989257813;413;3007.509765625;413;3001.36962890625;413;2989.44750976563
414;126.132392883301;414;125.955139160156;414;123.028999328613;414;123.067771911621;414;117.525398254395;414;117.699317932129;414;514.083740234375;414;512.660278320313;414;528.607849121094;414;527.657043457031;414;519.232543945313;414;518.786743164063;414;1248.43151855469;414;1245.46325683594;414;1231.97766113281;414;1230.12365722656;414;1220.43225097656;414;1219.34838867188;414;2009.72741699219;414;2005.52734375;414;2029.07507324219;414;2024.77453613281;414;1971.14477539063;414;1968.33862304688;414;2259.3671875;414;2252.30786132813;414;2237.14794921875;414;2234.02172851563;414;2243.39624023438;414;2241.0322265625;414;2522.93383789063;414;2518.30249023438;414;2514.78491210938;414;2506.59521484375;414;2499.36767578125;414;2492.03002929688;414;3018.88208007813;414;3007.927734375;414;3026.64624023438;414;3009.83544921875;414;3001.49340820313;414;2992.34448242188
415;126.002166748047;415;126.060333251953;415;122.911727905273;415;122.967575073242;415;117.408309936523;415;117.631355285645;415;513.452392578125;415;512.87548828125;415;528.047485351563;415;527.4677734375;415;518.674255371094;415;518.568298339844;415;1248.85803222656;415;1246.16638183594;415;1231.97521972656;415;1229.06359863281;415;1220.70251464844;415;1218.41015625;415;2010.59545898438;415;2005.19921875;415;2030.27172851563;415;2025.78662109375;415;1972.49731445313;415;1968.98425292969;415;2259.3671875;415;2255.744140625;415;2237.14794921875;415;2230.94189453125;415;2243.39624023438;415;2237.67456054688;415;2522.71557617188;415;2518.24926757813;415;2514.91870117188;415;2510.54248046875;415;2498.47631835938;415;2495.361328125;415;3018.68530273438;415;3009.68798828125;415;3027.04296875;415;3007.86279296875;415;3002.28344726563;415;2990.58471679688
416;126.115760803223;416;125.919410705566;416;123.032920837402;416;123.093902587891;416;117.535041809082;416;117.752883911133;416;514.085388183594;416;511.609008789063;416;528.853210449219;416;527.822143554688;416;519.425170898438;416;518.859802246094;416;1248.23181152344;416;1246.72790527344;416;1230.94421386719;416;1229.07678222656;416;1220.13269042969;416;1219.36437988281;416;2010.36499023438;416;2005.21008300781;416;2029.79541015625;416;2025.11657714844;416;1972.00402832031;416;1968.34326171875;416;2260.75268554688;416;2255.13110351563;416;2237.96118164063;416;2233.55200195313;416;2244.49096679688;416;2240.6787109375;416;2525.828125;416;2519.93237304688;416;2518.234375;416;2510.4970703125;416;2501.64282226563;416;2495.30859375;416;3017.28247070313;416;3010.26147460938;416;3025.32470703125;416;3009.69799804688;416;3000.6953125;416;2992.9306640625
417;126.005653381348;417;125.833374023438;417;122.921348571777;417;122.927139282227;417;117.430686950684;417;117.605209350586;417;512.425903320313;417;512.225646972656;417;527.006713867188;417;526.344970703125;417;517.650268554688;417;517.462036132813;417;1249.43432617188;417;1247.46081542969;417;1232.50598144531;417;1230.46838378906;417;1221.58264160156;417;1220.203125;417;2010.31921386719;417;2004.43383789063;417;2029.51110839844;417;2025.0615234375;417;1971.990234375;417;1968.53747558594;417;2260.75268554688;417;2256.16845703125;417;2237.96118164063;417;2232.86474609375;417;2244.49096679688;417;2240.82666015625;417;2524.74536132813;417;2516.74462890625;417;2517.30102539063;417;2512.7431640625;417;2500.91918945313;417;2497.68188476563;417;3020.8466796875;417;3006.5712890625;417;3027.71655273438;417;3009.52368164063;417;3003.52075195313;417;2992.63354492188
418;125.866218566895;418;126.025009155273;418;122.763534545898;418;122.811515808105;418;117.328216552734;418;117.514923095703;418;513.072875976563;418;511.559051513672;418;527.578857421875;418;526.908020019531;418;518.284057617188;418;518.01806640625;418;1250.12609863281;418;1247.15441894531;418;1233.16027832031;418;1230.84289550781;418;1222.38647460938;418;1220.60668945313;418;2009.9287109375;418;2004.47485351563;418;2028.97241210938;418;2024.15649414063;418;1971.51318359375;418;1967.5498046875;418;2260.58569335938;418;2254.8701171875;418;2238.82836914063;418;2234.59814453125;418;2244.83813476563;418;2242.05932617188;418;2524.74536132813;418;2520.67993164063;418;2517.30102539063;418;2508.64794921875;418;2500.91918945313;418;2493.80029296875;418;2999.20068359375;418;2975.1474609375;418;3016.30029296875;418;3006.6474609375;418;3000.08447265625;418;2992.82250976563
419;126.01057434082;419;126.114059448242;419;122.929733276367;419;123.039337158203;419;117.43440246582;419;117.707580566406;419;512.968200683594;419;507.362731933594;419;527.451354980469;419;526.051513671875;419;516.679260253906;419;513.498352050781;419;1249.30419921875;419;1246.61096191406;419;1232.27661132813;419;1230.47058105469;419;1221.29187011719;419;1220.09313964844;419;2009.40026855469;419;2006.05493164063;419;2028.88781738281;419;2024.62536621094;419;1970.21472167969;419;1966.77783203125;419;2262.44604492188;419;2255.69653320313;419;2240.3916015625;419;2233.72436523438;419;2245.83544921875;419;2240.67944335938;419;2524.42846679688;419;2515.26708984375;419;2516.27758789063;419;2512.02172851563;419;2500.759765625;419;2497.7353515625;419;2974.44995117188;419;2959.47021484375;419;3008.30444335938;419;2995.14111328125;419;2997.80493164063;419;2990.28515625
420;126.174819946289;420;126.120101928711;420;123.08438873291;420;123.121055603027;420;117.590263366699;420;117.786659240723;420;508.673858642578;420;507.649719238281;420;518.951782226563;420;517.316467285156;420;489.843139648438;420;487.339599609375;420;1249.30419921875;420;1246.00866699219;420;1232.27661132813;420;1230.0673828125;420;1221.29187011719;420;1219.84973144531;420;2010.63696289063;420;2007.19201660156;420;2033.47937011719;420;2031.77734375;420;1980.11254882813;420;1983.54260253906;420;2261.17895507813;420;2255.69653320313;420;2238.736328125;420;2233.86401367188;420;2243.96118164063;420;2240.27880859375;420;2524.42846679688;420;2515.58984375;420;2516.27758789063;420;2507.47119140625;420;2500.759765625;420;2493.7822265625;420;2968.15795898438;420;2960.82788085938;420;3004.65405273438;420;2988.00024414063;420;2994.55981445313;420;2985.6533203125
421;126.179725646973;421;126.087692260742;421;123.106643676758;421;123.140808105469;421;117.61686706543;421;117.814353942871;421;508.406890869141;421;507.903839111328;421;516.911560058594;421;516.246459960938;421;485.548065185547;421;485.453857421875;421;1249.33862304688;421;1246.35925292969;421;1233.40661621094;421;1230.75378417969;421;1221.80090332031;421;1219.70617675781;421;2012.11181640625;421;2007.62158203125;421;2040.64990234375;421;2035.92370605469;421;2001.77783203125;421;1999.29992675781;421;2262.85791015625;421;2254.41357421875;421;2240.7197265625;421;2233.86401367188;421;2246.35205078125;421;2240.27880859375;421;2521.87646484375;421;2515.8798828125;421;2515.05151367188;421;2508.27099609375;421;2499.87133789063;421;2494.93212890625;421;2971.01611328125;421;2959.55639648438;421;3006.83984375;421;2988.48193359375;421;2996.83862304688;421;2985.97924804688
422;126.119819641113;422;126.070762634277;422;123.035278320313;422;123.100982666016;422;117.566184997559;422;117.787269592285;422;508.774078369141;422;508.283569335938;422;517.027099609375;422;516.34326171875;422;485.870208740234;422;485.604522705078;422;1249.93005371094;422;1245.154296875;422;1233.89147949219;422;1230.91455078125;422;1222.33935546875;422;1219.99853515625;422;2012.63635253906;422;2007.61596679688;422;2040.25903320313;422;2035.32788085938;422;2002.98425292969;422;1999.49304199219;422;2260.11840820313;422;2254.41357421875;422;2238.7958984375;422;2233.64624023438;422;2243.88037109375;422;2239.92700195313;422;2524.72802734375;422;2518.09448242188;422;2517.96215820313;422;2509.07421875;422;2503.12890625;422;2495.076171875;422;2970.12866210938;422;2959.55639648438;422;3006.29443359375;422;2988.97705078125;422;2996.19409179688;422;2985.9365234375
423;126.16096496582;423;126.108055114746;423;123.096488952637;423;123.085296630859;423;117.612060546875;423;117.75513458252;423;509.180847167969;423;508.023590087891;423;517.481079101563;423;516.839904785156;423;486.165679931641;423;485.969299316406;423;1247.65795898438;423;1245.154296875;423;1231.70251464844;423;1229.677734375;423;1220.18493652344;423;1218.78723144531;423;2012.57373046875;423;2007.67370605469;423;2039.94470214844;423;2035.04052734375;423;2002.34826660156;423;1998.92993164063;423;2262.23559570313;423;2255.1162109375;423;2240.27392578125;423;2233.64624023438;423;2245.57446289063;423;2239.92700195313;423;2524.94311523438;423;2517.97265625;423;2518.27270507813;423;2511.34130859375;423;2503.11279296875;423;2497.67797851563;423;2969.78540039063;423;2963.85009765625;423;3007.40478515625;423;2988.97705078125;423;2996.8701171875;423;2985.9365234375
424;126.16096496582;424;125.931427001953;424;123.096488952637;424;123.132858276367;424;117.612060546875;424;117.79345703125;424;509.070190429688;424;508.065826416016;424;517.769958496094;424;516.971618652344;424;486.253356933594;424;485.789581298828;424;1247.65795898438;424;1248.60388183594;424;1231.70251464844;424;1229.677734375;424;1220.18493652344;424;1218.78723144531;424;2012.70861816406;424;2007.48962402344;424;2039.96215820313;424;2035.04382324219;424;2002.62915039063;424;1999.20935058594;424;2260.50170898438;424;2254.7041015625;424;2237.7529296875;424;2232.67407226563;424;2243.263671875;424;2239.37817382813;424;2524.81323242188;424;2516.89794921875;424;2518.31616210938;424;2510.86108398438;424;2502.33032226563;424;2496.68481445313;424;2971.9296875;424;2963.85009765625;424;3008.9716796875;424;2992.11108398438;424;2998.9892578125;424;2989.9033203125
425;126.022369384766;425;125.931427001953;425;122.961761474609;425;122.968734741211;425;117.476867675781;425;117.665466308594;425;508.775695800781;425;507.912780761719;425;517.415649414063;425;516.861755371094;425;485.973205566406;425;485.864349365234;425;1250.55981445313;425;1248.60388183594;425;1238.53771972656;425;1237.65625;425;1241.94641113281;425;1244.73376464844;425;2012.4970703125;425;2007.48095703125;425;2039.45886230469;425;2034.58056640625;425;2002.53881835938;425;1998.92956542969;425;2261.56762695313;425;2255.087890625;425;2238.75024414063;425;2232.77905273438;425;2245.13989257813;425;2240.33081054688;425;2522.81005859375;425;2515.66943359375;425;2515.94384765625;425;2510.25341796875;425;2500.42529296875;425;2495.6533203125;425;2973.27880859375;425;2964.28979492188;425;3009.880859375;425;2992.11108398438;425;2999.978515625;425;2989.9033203125
426;126.022369384766;426;125.832107543945;426;122.961761474609;426;122.968734741211;426;117.476867675781;426;117.665466308594;426;508.913726806641;426;508.294006347656;426;517.471008300781;426;516.672607421875;426;486.116760253906;426;485.780151367188;426;1250.55981445313;426;1250.50573730469;426;1238.53771972656;426;1237.65625;426;1241.94641113281;426;1244.73376464844;426;2012.6005859375;426;2006.94555664063;426;2039.37292480469;426;2034.5615234375;426;2002.63854980469;426;1998.86022949219;426;2259.474609375;426;2267.77490234375;426;2237.85205078125;426;2234.41015625;426;2243.67553710938;426;2239.31762695313;426;2523.13745117188;426;2510.80639648438;426;2516.3115234375;426;2508.18115234375;426;2501.2392578125;426;2494.22192382813;426;2972.94409179688;426;2959.59228515625;426;3009.71508789063;426;2993.39599609375;426;2999.75634765625;426;2991.1220703125
427;125.884376525879;427;125.832107543945;427;122.838111877441;427;122.885612487793;427;117.366271972656;427;117.556350708008;427;509.052337646484;427;507.555419921875;427;517.619812011719;427;517.044799804688;427;486.338195800781;427;486.211791992188;427;1253.21716308594;427;1249.44567871094;427;1241.60681152344;427;1239.31616210938;427;1251.39758300781;427;1249.70434570313;427;2011.4267578125;427;2007.80261230469;427;2038.04479980469;427;2033.095703125;427;2001.06640625;427;1997.94116210938;427;2270.3193359375;427;2269.60473632813;427;2268.59814453125;427;2278.64501953125;427;2259.06982421875;427;2267.3056640625;427;2519.9921875;427;2510.80639648438;427;2499.640625;427;2471.76635742188;427;2495.2451171875;427;2484.80004882813;427;2969.9619140625;427;2963.88891601563;427;3008.14477539063;427;2989.34497070313;427;2997.26513671875;427;2986.0703125
