05_L1_t_PAC1;05_L1_I_PAC1;05_L1_t_PAC2;05_L1_I_PAC2;05_L2_t_PAC1;05_L2_I_PAC1;05_L2_t_PAC2;05_L2_I_PAC2;05_L3_t_PAC1;05_L3_I_PAC1;05_L3_t_PAC2;05_L3_I_PAC2;20_L1_t_PAC1;20_L1_I_PAC1;20_L1_t_PAC2;20_L1_I_PAC2;20_L2_t_PAC1;20_L2_I_PAC1;20_L2_t_PAC2;20_L2_I_PAC2;20_L3_t_PAC1;20_L3_I_PAC1;20_L3_t_PAC2;20_L3_I_PAC2;50_L1_t_PAC1;50_L1_I_PAC1;50_L1_t_PAC2;50_L1_I_PAC2;50_L2_t_PAC1;50_L2_I_PAC1;50_L2_t_PAC2;50_L2_I_PAC2;50_L3_t_PAC1;50_L3_I_PAC1;50_L3_t_PAC2;50_L3_I_PAC2;80_L1_t_PAC1;80_L1_I_PAC1;80_L1_t_PAC2;80_L1_I_PAC2;80_L2_t_PAC1;80_L2_I_PAC1;80_L2_t_PAC2;80_L2_I_PAC2;80_L3_t_PAC1;80_L3_I_PAC1;80_L3_t_PAC2;80_L3_I_PAC2;90_L1_t_PAC1;90_L1_I_PAC1;90_L1_t_PAC2;90_L1_I_PAC2;90_L2_t_PAC1;90_L2_I_PAC1;90_L2_t_PAC2;90_L2_I_PAC2;90_L3_t_PAC1;90_L3_I_PAC1;90_L3_t_PAC2;90_L3_I_PAC2;100_L1_t_PAC1;100_L1_I_PAC1;100_L1_t_PAC2;100_L1_I_PAC2;100_L2_t_PAC1;100_L2_I_PAC1;100_L2_t_PAC2;100_L2_I_PAC2;100_L3_t_PAC1;100_L3_I_PAC1;100_L3_t_PAC2;100_L3_I_PAC2;120_L1_t_PAC1;120_L1_I_PAC1;120_L1_t_PAC2;120_L1_I_PAC2;120_L2_t_PAC1;120_L2_I_PAC1;120_L2_t_PAC2;120_L2_I_PAC2;120_L3_t_PAC1;120_L3_I_PAC1;120_L3_t_PAC2;120_L3_I_PAC2
0;158.431304931641;0;158.297988891602;0;155.868255615234;0;156.160446166992;0;176.095657348633;0;176.512435913086;0;614.630004882813;0;613.877563476563;0;619.958190917969;0;619.805725097656;0;600.404357910156;0;600.302368164063;0;1499.15209960938;0;1494.75256347656;0;1511.66491699219;0;1508.55627441406;0;1483.19201660156;0;1483.46459960938;0;2441.09619140625;0;2430.90380859375;0;2402.8974609375;0;2404.37158203125;0;2409.15478515625;0;2404.9951171875;0;2687.32104492188;0;2699.14599609375;0;2679.03393554688;0;2674.513671875;0;2693.99633789063;0;2696.080078125;0;2998.06640625;0;2986.21069335938;0;2981.14306640625;0;2974.466796875;0;3002.3798828125;0;2997.50903320313;0;3618.95458984375;0;3590.39819335938;0;3621.36669921875;0;3615.90771484375;0;3615.29663085938;0;3615.33154296875
1;158.438735961914;1;158.174530029297;1;156.033950805664;1;156.170318603516;1;176.116973876953;1;176.566070556641;1;614.777282714844;1;613.493957519531;1;619.929260253906;1;619.497009277344;1;600.616455078125;1;600.955261230469;1;1497.8125;1;1494.47668457031;1;1511.12451171875;1;1508.61291503906;1;1481.80212402344;1;1481.70776367188;1;2440.26586914063;1;2432.22094726563;1;2410.88305664063;1;2410.34838867188;1;2407.58251953125;1;2405.02172851563;1;2707.33374023438;1;2701.70141601563;1;2681.62109375;1;2673.12158203125;1;2697.96240234375;1;2694.71313476563;1;2995.08178710938;1;2987.31323242188;1;2982.28491210938;1;2976.3583984375;1;2999.17993164063;1;2989.96630859375;1;3615.5546875;1;3586.14428710938;1;3620.33911132813;1;3609.81591796875;1;3612.35278320313;1;3612.22607421875
2;158.454360961914;2;154.326446533203;2;155.9892578125;2;156.170318603516;2;176.172760009766;2;176.424713134766;2;614.721984863281;2;613.58984375;2;619.813110351563;2;618.921203613281;2;600.657897949219;2;601.226135253906;2;1498.57641601563;2;1495.10974121094;2;1511.3447265625;2;1509.32556152344;2;1482.43090820313;2;1482.37561035156;2;2438.77783203125;2;2432.3037109375;2;2416.50830078125;2;2411.11645507813;2;2405.70458984375;2;2402.84008789063;2;2709.34814453125;2;2702.70288085938;2;2681.62109375;2;2685.62573242188;2;2698.54565429688;2;2693.86254882813;2;2994.85595703125;2;2988.09838867188;2;2983.416015625;2;2976.82788085938;2;2996.82080078125;2;2995.5263671875;2;3616.49584960938;2;3592.15014648438;2;3621.05053710938;2;3613.96557617188;2;3614.19946289063;2;3613.05004882813
3;158.105667114258;3;153.769332885742;3;155.973571777344;3;156.169631958008;3;175.797882080078;3;174.513854980469;3;614.83935546875;3;613.332641601563;3;620.051574707031;3;619.613464355469;3;600.514282226563;3;600.615295410156;3;1498.13745117188;3;1493.36889648438;3;1509.81811523438;3;1507.47534179688;3;1481.99682617188;3;1481.658203125;3;2439.35595703125;3;2431.63793945313;3;2415.96337890625;3;2411.34155273438;3;2406.43188476563;3;2404.21728515625;3;2711.08325195313;3;2703.03979492188;3;2693.28540039063;3;2687.4306640625;3;2700.06494140625;3;2696.16015625;3;2998.48803710938;3;2988.32763671875;3;2980.48217773438;3;2969.88305664063;3;3000.552734375;3;2997.08032226563;3;3611.64526367188;3;3588.10083007813;3;3618.65209960938;3;3611.46826171875;3;3608.92065429688;3;3608.80029296875
4;156.687088012695;4;153.853515625;4;155.991119384766;4;155.984451293945;4;164.315383911133;4;148.512710571289;4;614.360107421875;4;612.445129394531;4;620.129150390625;4;619.874145507813;4;600.073669433594;4;600.645385742188;4;1498.49108886719;4;1494.50329589844;4;1510.26525878906;4;1508.01501464844;4;1482.50012207031;4;1482.76965332031;4;2439.35595703125;4;2433.1318359375;4;2414.58984375;4;2409.47998046875;4;2406.43188476563;4;2404.39184570313;4;2712.43798828125;4;2703.68920898438;4;2694.54150390625;4;2687.67651367188;4;2701.0771484375;4;2696.8056640625;4;2998.48803710938;4;2987.63232421875;4;2978.69580078125;4;2975.5322265625;4;3000.552734375;4;2996.56274414063;4;3618.359375;4;3584.38720703125;4;3619.64624023438;4;3611.19677734375;4;3614.10546875;4;3613.0380859375
5;153.755340576172;5;153.850006103516;5;155.6376953125;5;155.336944580078;5;145.150497436523;5;145.392990112305;5;613.960876464844;5;613.931945800781;5;619.927368164063;5;619.273498535156;5;599.75146484375;5;600.293029785156;5;1497.65100097656;5;1495.50537109375;5;1509.48291015625;5;1506.458984375;5;1481.626953125;5;1480.89538574219;5;2439.87377929688;5;2428.63916015625;5;2415.30102539063;5;2411.09594726563;5;2407.13427734375;5;2403.85913085938;5;2712.42846679688;5;2701.1953125;5;2695.76416015625;5;2690.36352539063;5;2701.578125;5;2697.17041015625;5;3000.7861328125;5;2985.73193359375;5;2981.49194335938;5;2975.91674804688;5;3002.35229492188;5;2996.52465820313;5;3611.26147460938;5;3593.93115234375;5;3614.88818359375;5;3607.25024414063;5;3608.61157226563;5;3609.97265625
6;153.657150268555;6;153.91682434082;6;151.118728637695;6;144.913528442383;6;144.888946533203;6;145.41975402832;6;613.605102539063;6;613.931945800781;6;619.419128417969;6;619.233154296875;6;599.506103515625;6;599.782836914063;6;1499.17517089844;6;1494.65100097656;6;1510.28356933594;6;1508.12854003906;6;1483.67419433594;6;1482.51098632813;6;2439.87377929688;6;2432.03979492188;6;2415.30102539063;6;2411.19287109375;6;2407.13427734375;6;2405.3193359375;6;2711.96069335938;6;2699.23071289063;6;2697.236328125;6;2691.208984375;6;2700.58959960938;6;2697.37475585938;6;3000.7861328125;6;2982.8779296875;6;2981.49194335938;6;2975.56567382813;6;3002.35229492188;6;2996.74877929688;6;3609.52661132813;6;3585.53295898438;6;3621.06372070313;6;3611.7744140625;6;3608.19311523438;6;3606.80224609375
7;153.74153137207;7;153.852111816406;7;143.498138427734;7;143.58561706543;7;144.94792175293;7;145.42268371582;7;614.659118652344;7;614.030883789063;7;619.104064941406;7;618.850952148438;7;600.421691894531;7;600.892944335938;7;1498.31433105469;7;1493.2265625;7;1509.58386230469;7;1506.5966796875;7;1482.54418945313;7;1483.26330566406;7;2437.0693359375;7;2433.96240234375;7;2415.74438476563;7;2410.39428710938;7;2404.19995117188;7;2400.73095703125;7;2709.7060546875;7;2698.31811523438;7;2697.20532226563;7;2691.80249023438;7;2697.60571289063;7;2694.92846679688;7;2996.71557617188;7;2987.37817382813;7;2983.69409179688;7;2976.1474609375;7;3000.21118164063;7;2996.16186523438;7;3619.51904296875;7;3552.859375;7;3615.59936523438;7;3609.03344726563;7;3615.48461914063;7;3614.53637695313
8;153.74153137207;8;153.739959716797;8;143.27507019043;8;143.580932617188;8;144.94792175293;8;145.489852905273;8;614.925231933594;8;614.030883789063;8;618.748718261719;8;618.241088867188;8;600.413696289063;8;600.892944335938;8;1499.38525390625;8;1494.232421875;8;1511.51049804688;8;1508.13696289063;8;1483.93200683594;8;1482.6572265625;8;2440.75366210938;8;2407.171875;8;2415.74438476563;8;2412.03735351563;8;2407.9716796875;8;2404.25415039063;8;2707.31762695313;8;2699.5048828125;8;2696.93701171875;8;2691.08056640625;8;2695.736328125;8;2693.0693359375;8;2996.62963867188;8;2988.27563476563;8;2983.69409179688;8;2976.12036132813;8;3000.51293945313;8;2994.0654296875;8;3605.76611328125;8;3539.6640625;8;3615.16162109375;8;3605.64208984375;8;3615.24096679688;8;3612.93872070313
9;153.719009399414;9;153.901123046875;9;143.283721923828;9;143.562881469727;9;144.933502197266;9;145.435104370117;9;614.807983398438;9;614.213684082031;9;619.608154296875;9;619.253723144531;9;600.277587890625;9;601.107604980469;9;1497.63464355469;9;1495.73681640625;9;1510.4072265625;9;1509.00708007813;9;1482.35375976563;9;1481.73596191406;9;2435.46704101563;9;2384.39526367188;9;2413.22583007813;9;2407.72216796875;9;2405.375;9;2405.91186523438;9;2710.40405273438;9;2700.34350585938;9;2693.33813476563;9;2689.19311523438;9;2699.53955078125;9;2692.64794921875;9;2998.6357421875;9;2984.76440429688;9;2981.35864257813;9;2975.744140625;9;3000.38793945313;9;2996.9423828125;9;3569.64575195313;9;3543.689453125;9;3621.9814453125;9;3613.42236328125;9;3611.07421875;9;3612.14721679688
10;153.719009399414;10;153.908157348633;10;143.283721923828;10;143.595458984375;10;144.933502197266;10;145.341003417969;10;615.284301757813;10;613.8740234375;10;619.572875976563;10;619.253723144531;10;600.848937988281;10;601.107604980469;10;1497.47448730469;10;1493.83361816406;10;1511.83532714844;10;1508.25366210938;10;1482.41528320313;10;1482.34301757813;10;2403.61010742188;10;2377.28271484375;10;2416.56713867188;10;2411.01293945313;10;2402.38989257813;10;2399.60571289063;10;2707.70849609375;10;2700.34350585938;10;2691.34887695313;10;2686.3359375;10;2697.08129882813;10;2694.22631835938;10;3000.02099609375;10;2978.35766601563;10;2981.056640625;10;2972.76977539063;10;3001.52490234375;10;2996.71020507813;10;3562.91552734375;10;3543.689453125;10;3616.01196289063;10;3608.6318359375;10;3609.7763671875;10;3608.1796875
