05_L1_t_PAC1;05_L1_I_PAC1;05_L1_t_PAC2;05_L1_I_PAC2;05_L2_t_PAC1;05_L2_I_PAC1;05_L2_t_PAC2;05_L2_I_PAC2;05_L3_t_PAC1;05_L3_I_PAC1;05_L3_t_PAC2;05_L3_I_PAC2;20_L1_t_PAC1;20_L1_I_PAC1;20_L1_t_PAC2;20_L1_I_PAC2;20_L2_t_PAC1;20_L2_I_PAC1;20_L2_t_PAC2;20_L2_I_PAC2;20_L3_t_PAC1;20_L3_I_PAC1;20_L3_t_PAC2;20_L3_I_PAC2;50_L1_t_PAC1;50_L1_I_PAC1;50_L1_t_PAC2;50_L1_I_PAC2;50_L2_t_PAC1;50_L2_I_PAC1;50_L2_t_PAC2;50_L2_I_PAC2;50_L3_t_PAC1;50_L3_I_PAC1;50_L3_t_PAC2;50_L3_I_PAC2;80_L1_t_PAC1;80_L1_I_PAC1;80_L1_t_PAC2;80_L1_I_PAC2;80_L2_t_PAC1;80_L2_I_PAC1;80_L2_t_PAC2;80_L2_I_PAC2;80_L3_t_PAC1;80_L3_I_PAC1;80_L3_t_PAC2;80_L3_I_PAC2;90_L1_t_PAC1;90_L1_I_PAC1;90_L1_t_PAC2;90_L1_I_PAC2;90_L2_t_PAC1;90_L2_I_PAC1;90_L2_t_PAC2;90_L2_I_PAC2;90_L3_t_PAC1;90_L3_I_PAC1;90_L3_t_PAC2;90_L3_I_PAC2;100_L1_t_PAC1;100_L1_I_PAC1;100_L1_t_PAC2;100_L1_I_PAC2;100_L2_t_PAC1;100_L2_I_PAC1;100_L2_t_PAC2;100_L2_I_PAC2;100_L3_t_PAC1;100_L3_I_PAC1;100_L3_t_PAC2;100_L3_I_PAC2;120_L1_t_PAC1;120_L1_I_PAC1;120_L1_t_PAC2;120_L1_I_PAC2;120_L2_t_PAC1;120_L2_I_PAC1;120_L2_t_PAC2;120_L2_I_PAC2;120_L3_t_PAC1;120_L3_I_PAC1;120_L3_t_PAC2;120_L3_I_PAC2
0;192.812042236328;0;186.982299804688;0;163.958572387695;0;162.228775024414;0;207.793075561523;0;207.186767578125;0;829.19287109375;0;830.067260742188;0;789.650634765625;0;788.864135742188;0;793.111938476563;0;793.208557128906;0;2015.82250976563;0;2016.95300292969;0;2031.56408691406;0;2028.42907714844;0;1985.32238769531;0;1984.63098144531;0;3179.14990234375;0;3184.5234375;0;3248.92993164063;0;3247.32934570313;0;3201.73876953125;0;3203.87841796875;0;3613.25854492188;0;3599.73608398438;0;3613.05737304688;0;3597.55224609375;0;3572.5263671875;0;3564.40502929688;0;3997.171875;0;4002.75219726563;0;3982.97680664063;0;3978.93359375;0;3995.16186523438;0;3995.60571289063;0;4790.70654296875;0;4796.2177734375;0;4816.236328125;0;4785.365234375;0;4786.78662109375;0;4784.86181640625
1;182.942199707031;1;183.58837890625;1;161.311019897461;1;161.523086547852;1;206.223373413086;1;206.657104492188;1;829.509338378906;1;830.067260742188;1;789.987854003906;1;788.864135742188;1;793.364196777344;1;793.208557128906;1;2016.49133300781;1;2016.89978027344;1;2032.140625;1;2028.37158203125;1;1985.86181640625;1;1984.564453125;1;3183.36791992188;1;3183.5107421875;1;3253.27001953125;1;3244.171875;1;3205.62475585938;1;3201.62744140625;1;3615.90478515625;1;3618.4501953125;1;3614.8251953125;1;3608.96435546875;1;3569.791015625;1;3570.7998046875;1;3998.54248046875;1;3997.25048828125;1;3985.6953125;1;3973.9296875;1;3996.55541992188;1;3990.04711914063;1;4785.17578125;1;4790.291015625;1;4810.9892578125;1;4781.35400390625;1;4779.83251953125;1;4778.49462890625
2;182.9521484375;2;183.512145996094;2;161.346923828125;2;161.389144897461;2;206.23779296875;2;206.560775756836;2;829.283386230469;2;830.435485839844;2;789.622375488281;2;789.060668945313;2;793.105102539063;2;793.589111328125;2;2014.6259765625;2;2014.91528320313;2;2030.55651855469;2;2027.17468261719;2;1984.38696289063;2;1983.17224121094;2;3180.28076171875;2;3183.5107421875;2;3229.76416015625;2;3244.171875;2;3198.11181640625;2;3201.62744140625;2;3619.68408203125;2;3618.11352539063;2;3617.48022460938;2;3606.77709960938;2;3571.84643554688;2;3566.41552734375;2;3995.98266601563;2;4001.38623046875;2;3982.18994140625;2;3976.5048828125;2;3993.29418945313;2;3993.86596679688;2;4786.767578125;2;4784.373046875;2;4812.7353515625;2;4774.775390625;2;4782.9951171875;2;4773.17724609375
3;182.716232299805;3;183.372039794922;3;161.040832519531;3;161.195678710938;3;205.902038574219;3;206.26741027832;3;829.961791992188;3;830.932373046875;3;790.429016113281;3;789.765563964844;3;793.829223632813;3;794.2705078125;3;2013.65734863281;3;2014.86157226563;3;2030.71228027344;3;2027.48278808594;3;1984.20654296875;3;1983.76171875;3;3170.40478515625;3;3176.53295898438;3;3188.76611328125;3;3196.47631835938;3;3187.6708984375;3;3189.23779296875;3;3614.43139648438;3;3618.390625;3;3611.97534179688;3;3607.72534179688;3;3566.56030273438;3;3567.64233398438;3;3997.37573242188;3;3995.98583984375;3;3981.55419921875;3;3969.60961914063;3;3992.50805664063;3;3986.48046875;3;4783.52001953125;3;4790.52587890625;3;4805.998046875;3;4779.9912109375;3;4777.82421875;3;4779.3115234375
4;182.847244262695;4;183.58415222168;4;161.188049316406;4;161.410720825195;4;206.008087158203;4;206.521179199219;4;830.12353515625;4;831.072204589844;4;790.723388671875;4;790.052551269531;4;794.084594726563;4;794.501770019531;4;2014.95300292969;4;2015.93273925781;4;2031.04858398438;4;2027.78955078125;4;1985.24475097656;4;1984.41613769531;4;3183.06616210938;4;3201.064453125;4;3193.87182617188;4;3192.50561523438;4;3193.69262695313;4;3192.5625;4;3618.3720703125;4;3618.390625;4;3616.3369140625;4;3607.72534179688;4;3572.51220703125;4;3567.64233398438;4;3997.28344726563;4;4002.18481445313;4;3981.6376953125;4;3975.75415039063;4;3992.01049804688;4;3992.51293945313;4;4787.29150390625;4;4789.4609375;4;4812.2216796875;4;4780.33447265625;4;4781.9833984375;4;4778.6767578125
5;182.897842407227;5;183.533813476563;5;161.259902954102;5;161.422653198242;5;206.062561035156;5;206.492095947266;5;829.531188964844;5;830.095642089844;5;790.186401367188;5;788.86767578125;5;793.580322265625;5;793.438232421875;5;2013.06335449219;5;2011.66418457031;5;2029.58435058594;5;2024.47937011719;5;1983.55126953125;5;1981.21484375;5;3215.06909179688;5;3225.31298828125;5;3204.29077148438;5;3203.23583984375;5;3196.56591796875;5;3198.45483398438;5;3615.55200195313;5;3618.8349609375;5;3615.998046875;5;3609.72998046875;5;3570.2548828125;5;3567.67797851563;5;3998.04663085938;5;3998.27221679688;5;3983.228515625;5;3974.22045898438;5;3995.33984375;5;3990.2802734375;5;4786.13232421875;5;4789.09375;5;4811.7177734375;5;4779.7744140625;5;4780.06884765625;5;4776.4248046875
6;182.882415771484;6;183.466094970703;6;161.25358581543;6;161.403198242188;6;206.061050415039;6;206.473739624023;6;829.425659179688;6;830.637573242188;6;789.716369628906;6;789.231506347656;6;793.333251953125;6;793.902770996094;6;2009.07092285156;6;2009.84313964844;6;2026.54797363281;6;2023.28491210938;6;1980.91540527344;6;1980.09484863281;6;3226.47338867188;6;3225.96411132813;6;3211.291015625;6;3204.56616210938;6;3200.74291992188;6;3197.73120117188;6;3618.33203125;6;3618.41796875;6;3617.11938476563;6;3608.58447265625;6;3570.61791992188;6;3566.296875;6;3994.99682617188;6;3998.38305664063;6;3980.3369140625;6;3972.6630859375;6;3992.8076171875;6;3991.06103515625;6;4786.13232421875;6;4788.83203125;6;4811.7177734375;6;4778.85009765625;6;4780.06884765625;6;4777.62451171875
7;182.792922973633;7;183.534149169922;7;161.1650390625;7;161.340133666992;7;205.955505371094;7;206.452514648438;7;829.483581542969;7;830.006652832031;7;789.919738769531;7;788.680786132813;7;793.421325683594;7;793.223754882813;7;2011.02880859375;7;2014.0908203125;7;2028.59191894531;7;2027.13415527344;7;1982.74816894531;7;1983.69360351563;7;3222.06689453125;7;3225.96411132813;7;3209.18237304688;7;3204.56616210938;7;3197.33764648438;7;3197.73120117188;7;3617.50317382813;7;3619.02807617188;7;3616.51342773438;7;3610.78076171875;7;3569.39282226563;7;3568.91870117188;7;3994.81176757813;7;3998.62744140625;7;3980.02221679688;7;3973.06103515625;7;3991.79125976563;7;3991.08129882813;7;4784.98486328125;7;4791.37060546875;7;4809.23193359375;7;4780.064453125;7;4779.60595703125;7;4779.5205078125
8;182.792922973633;8;183.48551940918;8;161.1650390625;8;161.326461791992;8;205.955505371094;8;206.399963378906;8;819.140075683594;8;805.760070800781;8;786.107055664063;8;780.30029296875;8;791.69677734375;8;790.025756835938;8;2013.81030273438;8;2014.11462402344;8;2030.32189941406;8;2026.15832519531;8;1984.65466308594;8;1982.9755859375;8;3219.2958984375;8;3223.2353515625;8;3204.7802734375;8;3201.18432617188;8;3194.0;8;3194.39111328125;8;3614.20532226563;8;3612.41796875;8;3613.44946289063;8;3603.26977539063;8;3567.37939453125;8;3561.69482421875;8;3996.89135742188;8;3997.28369140625;8;3982.79638671875;8;3971.74926757813;8;3995.255859375;8;3990.37182617188;8;4783.1689453125;8;4789.32958984375;8;4809.06298828125;8;4780.11279296875;8;4778.93505859375;8;4778.94140625
9;182.748611450195;9;183.328323364258;9;161.178649902344;9;161.22087097168;9;205.969177246094;9;206.266708374023;9;787.648132324219;9;782.5712890625;9;775.000732421875;9;772.224975585938;9;786.872497558594;9;786.42138671875;9;2013.81030273438;9;2014.45483398438;9;2030.32189941406;9;2026.84948730469;9;1984.65466308594;9;1983.45129394531;9;3227.24536132813;9;3227.79345703125;9;3213.10375976563;9;3206.18212890625;9;3201.3515625;9;3199.1494140625;9;3612.96337890625;9;3618.375;9;3613.27734375;9;3610.64819335938;9;3566.37573242188;9;3568.93579101563;9;3996.91723632813;9;3999.7578125;9;3983.3701171875;9;3975.92993164063;9;3995.1669921875;9;3993.58203125;9;4785.6083984375;9;4788.54638671875;9;4812.017578125;9;4779.61669921875;9;4781.21435546875;9;4777.4326171875
